"path","is_top_level","type","modtime","size","comment"
"dct","top-level","wordpress","","0","wp-assets=no other="
"dcc","top-level","wordpress","","0","wp-assets=no other="
"dna","top-level","content","2013-01-27 14:31:09","-1",""
"dnamixtures","top-level","app","","","look at map file"
"darwin2009","top-level","content","2009-02-12 13:24:11","-1",""
"darwin","top-level","content","2007-09-24 12:08:23","-1",""
"datamanagement","top-level","wordpress","","0","wp-assets=no other="
"dan","top-level","content","2018-01-19 20:48:50","-1",""
"daysofservice","top-level","content","2013-01-25 19:02:08","-1",""
"darstaff","top-level","wordpress","","0","wp-assets=no other="
"dar-talent","top-level","wordpress","","0","wp-assets=no other="
"dar","top-level","content","2013-01-27 14:31:06","-1",""
"darapps","top-level","wordpress","","0","wp-assets=no other="
"datascience","top-level","wordpress","","0","wp-assets=no other="
"danrather","top-level","content","2014-10-23 11:19:58","-1",""
"data","top-level","content","2017-07-11 11:45:45","-1",""
"dayofservice","top-level","content","2013-01-25 16:08:57","-1",""
"danielsen/wp-assets","","content","2012-09-21 17:31:14","-1",""
"danielsen","top-level","wordpress","","0","wp-assets=yes other="
"darlibrary","top-level","content","tstamp_error","-1",""
"darsecure","top-level","wordpress","","0","wp-assets=no other="
"dme","top-level","content","2009-08-19 11:30:20","-1",""
"disability/wp-assets","","content","2013-06-06 02:47:55","-1",""
"disability","top-level","wordpress","","0","wp-assets=yes other="
"dinghysailors","top-level","content","2013-01-27 14:31:09","-1",""
"diabetescenter","top-level","content","2013-01-27 14:31:08","-1",""
"directory","top-level","content","2015-01-22 15:29:53","-1",""
"diaspora-fig","top-level","content","2017-01-20 11:33:38","-1",""
"diversity","top-level","content","2010-02-22 16:06:05","-1",""
"disc","top-level","wordpress","","0","wp-assets=no other="
"digication","top-level","content","2010-09-07 14:52:15","-1",""
"distance","top-level","content","2010-04-02 16:35:29","-1",""
"digitalhealth","top-level","wordpress","","0","wp-assets=no other="
"diploma","top-level","content","2007-08-14 13:36:52","-1",""
"digital","top-level","wordpress","","0","wp-assets=no other="
"discoveries","top-level","content","2010-10-28 11:19:01","-1",""
"digitalrevolutionevent","top-level","content","2015-04-16 09:49:53","-1",""
"diversitytaskforce/media","","content","2016-03-22 16:30:02","-1",""
"diversitytaskforce","top-level","wordpress","","1","wp-assets=no other=media"
"dioa","top-level","wordpress","","0","wp-assets=no other="
"dinegreen","top-level","content","2014-07-25 14:32:21","-1",""
"discover","top-level","content","2013-08-16 20:39:06","-1",""
"disted","top-level","content","2007-03-07 11:12:53","-1",""
"dining/api","","app","","","look at map file"
"dining/wp-assets","","content","2014-06-12 17:21:55","-1",""
"dining/report2015","","content","2016-08-23 15:11:31","-1",""
"dining/report2013","","content","2013-09-18 16:04:37","-1",""
"dining/report2014","","content","2014-09-15 14:17:55","-1",""
"dining/report2017","","content","2017-11-02 16:28:32","-1",""
"dining/report2016","","content","2016-08-25 15:40:53","-1",""
"dining","top-level","wordpress","","6","wp-assets=yes other=report2013;report2015;report2014;report2017;report2016;api"
"degree-advice","top-level","app","","","look at map file"
"deafstudies","top-level","wordpress","","0","wp-assets=no other="
"degreecomplete","top-level","content","2011-06-01 14:46:56","-1",""
"dev","top-level","content","2017-02-15 10:51:36","-1",""
"dentures","top-level","content","2012-03-08 09:29:44","-1",""
"devcom","top-level","wordpress","","0","wp-assets=no other="
"derm","top-level","content","2013-01-27 14:31:07","-1",""
"devbio","top-level","content","2013-01-27 14:31:07","-1",""
"dermatology-associates","top-level","content","2013-01-27 14:31:08","-1",""
"dentalassisting","top-level","content","2014-12-02 14:47:47","-1",""
"dental-research","top-level","wordpress","","0","wp-assets=no other="
"demoarea","top-level","wordpress","","0","wp-assets=no other="
"degree-audit","top-level","app","","","look at map file"
"dental/lobbyscreen","","content","2016-09-22 12:01:39","-1",""
"dental/nerb-mcmanama","","content","2013-01-27 15:09:20","-1",""
"dental","top-level","wordpress","","2","wp-assets=no other=nerb-mcmanama;lobbyscreen"
"deanshost","top-level","wordpress","","0","wp-assets=no other="
"deafautism","top-level","wordpress","","0","wp-assets=no other="
"dos-test","top-level","content","2013-10-23 11:32:59","-1",""
"doubleit","top-level","content","2010-06-22 14:11:24","-1",""
"dos/lulingzi","","content","2014-02-07 17:06:17","-1",""
"dos/facebook","","content","2013-01-27 15:09:21","-1",""
"dos","top-level","wordpress","","2","wp-assets=no other=lulingzi;facebook"
"double-it","top-level","content","2010-03-18 09:35:15","-1",""
"drts","top-level","wordpress","","0","wp-assets=no other="
"dresden","top-level","wordpress","","0","wp-assets=no other="
"drrk","top-level","wordpress","","0","wp-assets=no other="
"dli","top-level","wordpress","","0","wp-assets=no other="
"dlanglai","top-level","content","1997-10-21 15:19:02","-1",""
"ds-enrollment-a","top-level","wordpress","","0","wp-assets=no other="
"dsgsupport","top-level","content","2003-05-21 11:53:42","-1",""
"ds-cas105","top-level","wordpress","","0","wp-assets=no other="
"dsg","top-level","content","2002-02-26 16:18:37","-1",""
"ds-biolobby","top-level","content","2018-01-10 14:52:33","-1",""
"ds-test","top-level","content","2013-01-27 14:31:06","-1",""
"ds-cas-a","top-level","wordpress","","0","wp-assets=no other="
"ds-enrollment-d","top-level","wordpress","","0","wp-assets=no other="
"ds-enrollment-b","top-level","wordpress","","0","wp-assets=no other="
"dsmk","top-level","content","2018-01-22 10:37:36","-1",""
"ds-1silberway","top-level","wordpress","","0","wp-assets=no other="
"ds-enrollment-e","top-level","wordpress","","0","wp-assets=no other="
"dssandbox","top-level","content","2014-10-10 17:00:54","-1",""
"ds-cas-b","top-level","wordpress","","0","wp-assets=no other="
"ds-enrollment-c","top-level","wordpress","","0","wp-assets=no other="
"ds-ensa","top-level","wordpress","","0","wp-assets=no other="
"ddalton","top-level","content","1998-05-12 16:32:59","-1",""
"dublin","top-level","wordpress","","0","wp-assets=no other="
"dublinseminar","top-level","content","2014-01-31 14:59:23","-1",""
"dbin-selector","top-level","content","2016-06-29 10:45:45","-1",""
"uav","top-level","wordpress","","0","wp-assets=no other="
"uapt","top-level","wordpress","","0","wp-assets=no other="
"ub","top-level","wordpress","","0","wp-assets=no other="
"ubms","top-level","wordpress","","0","wp-assets=no other="
"ubx","top-level","wordpress","","0","wp-assets=no other="
"uctech","top-level","content","2016-06-01 17:26:19","-1",""
"uc","top-level","wordpress","","0","wp-assets=no other="
"uccap","top-level","wordpress","","0","wp-assets=no other="
"ucccd","top-level","wordpress","","0","wp-assets=no other="
"ufmal","top-level","wordpress","","0","wp-assets=no other="
"ugneuro","top-level","wordpress","","0","wp-assets=no other="
"ugc","top-level","wordpress","","0","wp-assets=no other="
"ugso","top-level","content","2017-09-14 15:26:53","-1",""
"uhc","top-level","content","2012-02-22 14:59:16","-1",""
"uis","top-level","content","2008-11-14 09:28:43","-1",""
"uisacs","top-level","wordpress","","0","wp-assets=no other="
"uis-core","top-level","content","2013-01-27 14:31:29","-1",""
"ul","top-level","wordpress","","0","wp-assets=no other="
"ultra-ex","top-level","wordpress","","0","wp-assets=no other="
"uni","top-level","content","2011-06-07 06:04:36","-1",""
"union","top-level","content","2013-01-27 14:31:30","-1",""
"univcomputer","top-level","content","2016-06-01 17:23:40","-1",""
"univcomp","top-level","content","2016-06-01 17:23:49","-1",""
"universe","top-level","content","2006-03-03 10:34:45","-1",""
"Templates","top-level","redirect2lower","","","Apache modules redirects this to lowercase"
"undergrad","top-level","wordpress","","0","wp-assets=no other="
"unlock","top-level","wordpress","","0","wp-assets=no other="
"undaunted","top-level","wordpress","","0","wp-assets=no other="
"universityprovostsearch","top-level","wordpress","","0","wp-assets=no other="
"uniformguidance","top-level","wordpress","","0","wp-assets=no other="
"urc","top-level","content","2002-10-04 15:30:09","-1",""
"urgent","top-level","content","2000-04-12 14:50:51","-1",""
"urop","top-level","wordpress","","0","wp-assets=no other="
"ur","top-level","content","2004-11-08 16:05:36","-1",""
"urlc","top-level","wordpress","","0","wp-assets=no other="
"ussi","top-level","content","2002-05-22 15:44:32","-1",""
"usc","top-level","wordpress","","0","wp-assets=no other="
"us-microimaging","top-level","content","2013-01-27 14:31:31","-1",""
"bcrhhr","top-level","content","2012-11-14 14:33:37","-1",""
"bcdsp","top-level","wordpress","","0","wp-assets=no other="
"bysocelebrates","top-level","content","2013-01-27 14:31:06","-1",""
"bwhs","top-level","wordpress","","0","wp-assets=no other="
"bniart","top-level","wordpress","","0","wp-assets=no other="
"bnorc","top-level","content","2013-01-27 14:31:04","-1",""
"backbay","top-level","content","2014-12-03 16:41:42","-1",""
"backtoschool","top-level","wordpress","","0","wp-assets=no other="
"bashoexpress","top-level","content","2015-12-08 15:03:15","-1",""
"barc","top-level","content","tstamp_error","-1",""
"baburmemorial","top-level","content","2015-11-10 15:30:21","-1",""
"battleforbu","top-level","content","2013-03-29 14:21:55","-1",""
"bahec","top-level","content","2007-01-09 13:48:22","-1",""
"baumlab","top-level","wordpress","","0","wp-assets=no other="
"ballab","top-level","content","2018-01-30 11:09:00","-1",""
"bands/graphics","","content","2012-06-07 16:04:39","-1",""
"bands/common","","content","2012-06-07 16:12:44","-1",""
"bands","top-level","wordpress","","2","wp-assets=no other=common;graphics"
"bashoexpress ","top-level","content","tstamp_error","-1",""
"bam2012/wp-assets","","content","2012-09-04 15:11:52","-1",""
"bam2012","top-level","wordpress","","0","wp-assets=yes other="
"barc2007","top-level","content","2008-05-28 11:20:43","-1",""
"barc2015","top-level","content","2015-01-29 15:14:22","-1",""
"bme","top-level","wordpress","","0","wp-assets=no other="
"bmb","top-level","wordpress","","0","wp-assets=no other="
"bmerc","top-level","wordpress","","0","wp-assets=no other="
"bmo","top-level","wordpress","","0","wp-assets=no other="
"bmel","top-level","wordpress","","0","wp-assets=no other="
"bmegsc","top-level","wordpress","","0","wp-assets=no other="
"bme-tic","top-level","content","2017-07-28 10:41:42","-1",""
"bmcm","top-level","content","tstamp_error","-1",""
"bhlp","top-level","content","2015-03-31 09:13:19","-1",""
"bhr","top-level","wordpress","","0","wp-assets=no other="
"bio-geo","top-level","wordpress","","0","wp-assets=no other="
"bionicpancreas","top-level","content","2015-07-15 15:33:04","-1",""
"bikesafety","top-level","wordpress","","0","wp-assets=no other="
"biosci","top-level","content","2018-01-12 15:56:39","-1",""
"bioinforms","top-level","wordpress","","0","wp-assets=no other="
"bioimaging","top-level","content","2016-11-09 11:52:52","-1",""
"bioimages","top-level","content","2008-06-05 10:29:59","-1",""
"biotechlab","top-level","content","2013-01-27 14:31:03","-1",""
"bigdatasf","top-level","content","2016-12-16 17:16:18","-1",""
"bike","top-level","content","2017-07-25 15:06:33","-1",""
"bilingualaphasia","top-level","wordpress","","0","wp-assets=no other="
"biosquare","top-level","content","2007-02-08 15:57:23","-1",""
"biophysics","top-level","content","2010-05-18 15:41:10","-1",""
"bikesaftey","top-level","content","2017-06-16 15:55:24","-1",""
"biotech","top-level","content","2005-12-05 09:44:51","-1",""
"bioinformatics","top-level","wordpress","","0","wp-assets=no other="
"biosafety","top-level","content","2006-06-30 11:59:43","-1",""
"biomuseum","top-level","content","2013-01-27 14:31:02","-1",""
"biochemistry","top-level","content","2011-05-31 15:41:50","-1",""
"biomediacenter","top-level","wordpress","","0","wp-assets=no other="
"biomedforensic","top-level","content","2008-09-09 16:19:05","-1",""
"binaural","top-level","wordpress","","0","wp-assets=no other="
"biomed","top-level","content","2006-04-06 10:38:50","-1",""
"biomedresearchtech","top-level","content","2016-09-26 08:42:57","-1",""
"biology/herps","","content","2015-07-27 21:51:07","-1",""
"biology","top-level","wordpress","","1","wp-assets=no other=herps"
"biomedcrimas","top-level","content","2015-01-08 16:34:08","-1",""
"biorobotics","top-level","content","2012-06-13 11:48:38","-1",""
"bioskin","top-level","content","2000-04-12 14:47:58","-1",""
"becf","top-level","content","2016-09-01 13:13:33","-1",""
"benefitstransition","top-level","wordpress","","0","wp-assets=no other="
"bemerson","top-level","content","2007-01-04 15:15:58","-1",""
"behaviorlab","top-level","content","2013-01-27 14:31:01","-1",""
"beethovencenter","top-level","wordpress","","0","wp-assets=no other="
"beanpot-party","top-level","content","2002-02-19 09:13:07","-1",""
"best","top-level","wordpress","","0","wp-assets=no other="
"betabionics","top-level","app","","","look at map file"
"beelab","top-level","wordpress","","0","wp-assets=no other="
"bergethonlab","top-level","content","2013-01-27 14:31:01","-1",""
"betonrhett","top-level","content","2012-10-26 16:36:00","-1",""
"bedac","top-level","wordpress","","0","wp-assets=no other="
"benefitstaskforce","top-level","content","2017-03-07 11:13:13","-1",""
"behere","top-level","content","2014-08-14 15:44:32","-1",""
"betterwaytowork","top-level","content","2016-08-03 11:52:24","-1",""
"behavneuro","top-level","content","2013-07-25 18:51:29","-1",""
"because","top-level","content","2013-08-07 15:22:39","-1",""
"beijing2014","top-level","content","2016-05-18 13:11:12","-1",""
"behaviorallab","top-level","wordpress","","0","wp-assets=no other="
"bostoncelebratesbu","top-level","content","2015-11-03 11:18:08","-1",""
"booth","top-level","content","2018-01-30 14:05:15","-1",""
"bostoneveningwithbu","top-level","content","2015-10-22 11:43:04","-1",""
"botlab","top-level","wordpress","","0","wp-assets=no other="
"bonrc","top-level","content","2010-08-02 16:33:13","-1",""
"bostonia/bostonia_archives","","content","2013-04-10 11:55:07","-1",""
"bostonia/web","","content","2013-05-02 17:06:58","-1",""
"bostonia/summer08","","content","2013-02-04 17:12:01","-1",""
"bostonia/spring08","","content","2013-02-04 17:11:29","-1",""
"bostonia/winter08","","content","2013-02-04 17:13:00","-1",""
"bostonia/spring09","","content","2013-06-28 12:09:59","-1",""
"bostonia/winter09","","content","2013-02-04 17:13:02","-1",""
"bostonia/fall08","","content","2013-02-04 13:24:06","-1",""
"bostonia/search","","content","2013-07-11 14:49:35","-1",""
"bostonia/global","","content","2013-02-04 13:23:25","-1",""
"bostonia/link","","content","2013-03-01 08:09:23","-1",""
"bostonia/summer11","","content","2013-02-04 17:12:08","-1",""
"bostonia/extra","","content","2013-02-04 14:56:34","-1",""
"bostonia/email","","content","2013-06-25 16:51:01","-1",""
"bostonia/Scripts","","content","2013-02-04 13:22:23","-1",""
"bostonia/summer09","","content","2013-06-28 12:09:42","-1",""
"bostonia/toc","","content","2013-02-04 17:12:16","-1",""
"bostonia/fall09","","content","2013-02-04 13:24:00","-1",""
"bostonia/fall11","","content","2013-02-04 13:23:47","-1",""
"bostonia/winter-spring12","","content","2013-02-04 17:12:35","-1",""
"bostonia/winter-spring10","","content","2013-02-04 17:12:30","-1",""
"bostonia/campaign12","","content","2013-02-04 14:57:07","-1",""
"bostonia/css","","content","2013-02-04 14:56:54","-1",""
"bostonia/summer10","","content","2013-02-04 17:12:05","-1",""
"bostonia/fall10","","content","2013-02-04 13:23:54","-1",""
"bostonia/winter-spring11","","content","2013-02-04 17:12:33","-1",""
"bostonia/summer12","","content","2013-02-04 17:12:11","-1",""
"bostonia/wpassets","","content","2014-09-02 09:12:34","-1",""
"bostonia","top-level","wordpress","","28","wp-assets=no other=extra;global;summer10;summer11;summer12;web;bostonia_archives;campaign12;fall10;fall11;Scripts;toc;winter09;winter08;email;css;link;summer09;summer08;search;fall09;fall08;spring09;spring08;wpassets;winter-spring12;winter-spring11;winter-spring10"
"bostonroc","top-level","content","2017-05-31 10:17:41","-1",""
"books","top-level","content","2000-05-08 13:23:36","-1",""
"bostonscholars","top-level","content","2005-08-18 11:01:32","-1",""
"borinsky","top-level","content","2009-09-04 14:06:44","-1",""
"braintree","top-level","content","2001-12-14 14:28:19","-1",""
"bravi/archive","","content","2011-04-29 14:40:02","-1",""
"bravi","top-level","wordpress","","1","wp-assets=no other=archive"
"brussels","top-level","content","2015-02-27 11:56:17","-1",""
"brand","top-level","wordpress","","0","wp-assets=no other="
"brainlab","top-level","wordpress","","0","wp-assets=no other="
"bridge","top-level","content","2007-06-12 08:40:15","-1",""
"brownstone","top-level","content","2011-05-13 17:39:51","-1",""
"bgannon","top-level","wordpress","","0","wp-assets=no other="
"bfr2011","top-level","content","2013-01-27 14:31:02","-1",""
"blendedlearning","top-level","content","2016-03-17 16:02:55","-1",""
"blended","top-level","content","2011-03-07 14:51:39","-1",""
"blazars","top-level","content","2018-01-03 19:52:42","-1",""
"blogs","top-level","content","2013-04-26 10:54:40","-1",""
"blacklegacy","top-level","wordpress","","0","wp-assets=no other="
"bpt","top-level","wordpress","","0","wp-assets=no other="
"bpassoff","top-level","content","2004-11-22 16:10:34","-1",""
"bpir","top-level","wordpress","","0","wp-assets=no other="
"btou","top-level","content","2015-01-21 09:36:53","-1",""
"btm","top-level","content","2009-05-07 17:44:15","-1",""
"bsl","top-level","content","2013-01-27 14:31:04","-1",""
"bdc","top-level","wordpress","","0","wp-assets=no other="
"buildyourgift","top-level","content","2009-10-09 09:26:59","-1",""
"busdm","top-level","content","2000-04-12 14:48:11","-1",""
"buvs","top-level","content","2015-01-21 11:38:47","-1",""
"buworkscentral","top-level","content","2017-09-22 18:05:25","-1",""
"bu-nano","top-level","content","2015-11-30 18:00:42","-1",""
"busm-facultycentral","top-level","content","2013-01-27 14:31:05","-1",""
"buba","top-level","content","2013-10-08 19:00:32","-1",""
"bullying","top-level","wordpress","","0","wp-assets=no other="
"bua-robotics","top-level","wordpress","","0","wp-assets=no other="
"busmplus/form","","content","2015-06-17 12:29:11","-1",""
"busmplus","top-level","wordpress","","1","wp-assets=no other=form"
"buinphiladelphia","top-level","content","2017-02-10 17:06:46","-1",""
"bubin","top-level","content","2000-04-12 14:48:16","-1",""
"bulawreview","top-level","wordpress","","0","wp-assets=no other="
"bu.edu","top-level","content","2014-06-23 12:57:22","-1",""
"buzzlab","top-level","content","2016-09-02 15:49:13","-1",""
"bucop","top-level","wordpress","","0","wp-assets=no other="
"bumc-wellness","top-level","content","2013-01-27 14:31:05","-1",""
"bumcparking","top-level","content","2013-01-27 14:31:06","-1",""
"buohc","top-level","wordpress","","0","wp-assets=no other="
"bumc","top-level","content","2013-01-27 14:31:05","-1",""
"bunow","top-level","wordpress","","0","wp-assets=no other="
"business","top-level","content","2011-06-05 09:54:41","-1",""
"buildyourbu","top-level","content","2013-02-22 14:06:02","-1",""
"butheatre","top-level","content","2017-08-09 09:42:57","-1",""
"buworks-files","top-level","content","2010-10-14 10:14:08","-1",""
"buapay/wp-assets","","content","2017-02-22 14:51:01","-1",""
"buapay","top-level","wordpress","","0","wp-assets=yes other="
"bumobile","top-level","app","","","look at map file"
"bucie/wp-assets","","content","2012-10-01 17:50:01","-1",""
"bucie","top-level","wordpress","","0","wp-assets=yes other="
"bumclive","top-level","content","2013-01-27 14:31:05","-1",""
"busmphonathon ","top-level","content","tstamp_error","-1",""
"bunano","top-level","content","2015-12-04 12:01:10","-1",""
"bumc-admissions","top-level","content","2010-08-23 15:29:47","-1",""
"buinpittsburgh","top-level","content","2017-03-27 11:08:43","-1",""
"bupp","top-level","wordpress","","0","wp-assets=no other="
"builders-leaders","top-level","content","2013-03-29 10:17:43","-1",""
"buinsf","top-level","content","2016-09-27 11:14:01","-1",""
"bums","top-level","content","2000-04-12 14:48:07","-1",""
"busmgiving","top-level","content","2017-12-13 11:02:04","-1",""
"buonline","top-level","content","2013-01-27 14:31:06","-1",""
"bua25","top-level","content","2017-11-17 14:47:57","-1",""
"busmphonathon","top-level","content","2017-01-04 15:20:20","-1",""
"bu2do","top-level","content","2015-08-11 13:49:11","-1",""
"busm","top-level","content","2013-01-27 14:31:05","-1",""
"bu-wheelock-merger","top-level","wordpress","","0","wp-assets=no other="
"buildingbu","top-level","content","2006-03-08 15:57:38","-1",""
"busm-pm","top-level","content","2013-01-27 14:31:05","-1",""
"bump","top-level","wordpress","","0","wp-assets=no other="
"buee","top-level","wordpress","","0","wp-assets=no other="
"bufirst","top-level","wordpress","","0","wp-assets=no other="
"buapayments/wp-assets","","content","2016-08-24 14:58:01","-1",""
"buapayments","top-level","wordpress","","0","wp-assets=yes other="
"burgos","top-level","wordpress","","0","wp-assets=no other="
"buloyalty","top-level","content","2017-12-13 11:03:46","-1",""
"burc","top-level","content","2013-03-26 14:35:47","-1",""
"buspace","top-level","content","2013-07-30 17:46:25","-1",""
"bumcprovost","top-level","content","2013-01-27 14:31:05","-1",""
"budget","top-level","wordpress","","0","wp-assets=no other="
"buildbu","top-level","content","2011-10-03 09:44:11","-1",""
"bumo","top-level","wordpress","","0","wp-assets=no other="
"butp","top-level","wordpress","","0","wp-assets=no other="
"buc","top-level","content","2013-01-27 14:31:05","-1",""
"busat","top-level","wordpress","","0","wp-assets=no other="
"bucentral","top-level","content","2011-12-19 19:33:50","-1",""
"buwc","top-level","content","2018-02-15 09:51:17","-1",""
"buinchicago","top-level","content","2017-05-05 11:10:55","-1",""
"bulletins","top-level","wordpress","","0","wp-assets=no other="
"budentalapparelsale","top-level","content","2016-04-28 12:22:57","-1",""
"bumc-it","top-level","content","2013-01-27 14:31:05","-1",""
"but","top-level","content","2010-10-04 12:13:27","-1",""
"buniverse","top-level","app","","","look at map file"
"bus","top-level","content","2012-04-11 11:29:56","-1",""
"buworks/assets","","content","2013-04-17 14:00:11","-1",""
"buworks/error","","content","2012-06-11 11:32:58","-1",""
"buworks/help","","content","2016-05-17 14:40:11","-1",""
"buworks","top-level","wordpress","","3","wp-assets=no other=help;assets;error"
"buworks-training","top-level","content","2011-05-27 10:53:38","-1",""
"burst","top-level","content","2016-08-30 15:07:10","-1",""
"bucflp-fig","top-level","wordpress","","0","wp-assets=no other="
"bufellow/db-admin","","app","","","look at map file"
"bufellow/output","","content","2013-06-15 21:43:19","-1",""
"bufellow","top-level","wordpress","","2","wp-assets=no other=output;db-admin"
"buworksforum","top-level","content","2012-02-22 07:50:06","-1",""
"bua","top-level","content","2017-06-09 09:53:17","-1",""
"buworks-staff","top-level","content","2012-06-25 14:43:28","-1",""
"bualumnicenter","top-level","content","2017-02-06 16:46:11","-1",""
"bucde","top-level","content","2000-04-12 14:48:01","-1",""
"bucld/wp-assets","","content","2012-10-01 15:38:48","-1",""
"bucld","top-level","wordpress","","0","wp-assets=yes other="
"bumc-research","top-level","content","2013-01-27 14:31:04","-1",""
"bumc-pulmonarycenter","top-level","content","2010-08-23 15:29:47","-1",""
"buc-test","top-level","wordpress","","0","wp-assets=no other="
"bucflp/wp-assets","","content","2014-01-23 03:01:17","-1",""
"bucflp","top-level","wordpress","","0","wp-assets=yes other="
"budarwin","top-level","wordpress","","0","wp-assets=no other="
"buleads","top-level","content","2013-09-13 10:44:15","-1",""
"build","top-level","content","2003-08-14 12:55:14","-1",""
"burppe","top-level","content","2018-01-04 18:24:57","-1",""
